run_id,timestamp,network,scenario,contract,function_name,concurrency,tx_per_user,tps_avg,tps_peak,p50_ms,p95_ms,success_rate
run-029,2025-06-29T15:00:11+00:00,Arbitrum Sepolia,LoadTestMedium,SmartReservation,bookHotel,100,3,118.3,142.8,425.0,844.0,0.955
run-030,2025-06-29T15:07:11+00:00,Sepolia,LoadTestMedium,SmartReservation,bookHotel,200,6,183.2,200.3,289.0,546.0,0.935
run-031,2025-06-29T15:14:11+00:00,Sepolia,LoadTestMedium,SmartReservation,checkIn,10,3,11.8,14.0,389.0,814.0,0.973
run-032,2025-06-29T15:21:11+00:00,Sepolia,LoadTestMedium,SmartReservation,checkIn,25,4,21.5,26.7,206.0,448.0,0.993
run-033,2025-06-29T15:28:11+00:00,Sepolia,LoadTestMedium,SmartReservation,checkIn,50,5,58.2,73.4,293.0,559.0,0.934
run-034,2025-06-29T15:35:11+00:00,Sepolia,LoadTestMedium,SmartReservation,checkIn,100,5,110.7,136.8,178.0,373.0,0.923
run-035,2025-06-29T15:42:11+00:00,Sepolia,LoadTestMedium,SmartReservation,checkIn,200,3,236.5,264.1,226.0,531.0,0.927
run-036,2025-06-29T15:49:11+00:00,Sepolia,LoadTestMedium,SmartTourismToken,transfer,10,7,10.8,12.8,227.0,414.0,0.941
run-037,2025-06-29T15:56:11+00:00,Sepolia,LoadTestMedium,SmartTourismToken,transfer,25,5,27.7,32.1,328.0,810.0,0.942
run-038,2025-06-29T16:03:11+00:00,Sepolia,LoadTestMedium,SmartTourismToken,transfer,50,7,50.5,62.8,368.0,857.0,0.962
run-039,2025-06-29T16:10:11+00:00,Sepolia,LoadTestMedium,SmartTourismToken,transfer,100,6,89.5,94.2,307.0,618.0,0.938
run-040,2025-06-29T16:17:11+00:00,Sepolia,LoadTestMedium,SmartTourismToken,transfer,200,6,178.9,221.2,347.0,838.0,0.934
run-041,2025-06-29T16:24:11+00:00,Sepolia,LoadTestMedium,StakingPool,stake,10,7,10.5,12.6,208.0,540.0,0.949
run-042,2025-06-29T16:31:11+00:00,Sepolia,LoadTestMedium,StakingPool,stake,25,6,21.7,22.9,198.0,388.0,0.98
run-043,2025-06-29T16:38:11+00:00,Sepolia,LoadTestMedium,StakingPool,stake,50,5,47.4,60.7,256.0,493.0,0.987
run-044,2025-06-29T16:45:11+00:00,Arbitrum Sepolia,LoadTestMedium,StakingPool,stake,100,3,117.9,129.9,240.0,563.0,0.946
run-045,2025-06-29T16:52:11+00:00,Sepolia,LoadTestMedium,StakingPool,stake,200,3,199.6,209.9,283.0,650.0,0.993
run-046,2025-06-29T16:59:11+00:00,Sepolia,LoadTestMedium,StakingPool,claimRewards,10,3,9.9,12.4,172.0,389.0,0.945
run-047,2025-06-29T17:06:11+00:00,Sepolia,LoadTestMedium,StakingPool,claimRewards,25,4,21.5,27.1,252.0,459.0,0.966
run-048,2025-06-29T17:13:11+00:00,Arbitrum Sepolia,LoadTestMedium,StakingPool,claimRewards,50,4,40.2,46.4,336.0,691.0,0.948
run-049,2025-06-29T17:20:11+00:00,Sepolia,LoadTestMedium,StakingPool,claimRewards,100,6,107.2,137.5,475.0,939.0,0.961
run-050,2025-06-29T17:27:11+00:00,Sepolia,LoadTestMedium,StakingPool,claimRewards,200,5,213.9,270.0,471.0,939.0,0.985
run-051,2025-06-29T17:34:11+00:00,Arbitrum Sepolia,SpikeTest,SmartReservation,bookHotel,10,3,9.6,11.5,330.0,787.0,0.949
run-052,2025-06-29T17:41:11+00:00,Sepolia,SpikeTest,SmartReservation,bookHotel,25,3,25.5,30.5,374.0,932.0,0.965
run-053,2025-06-29T17:48:11+00:00,Arbitrum Sepolia,SpikeTest,SmartReservation,bookHotel,50,5,53.7,63.2,319.0,713.0,0.958
run-054,2025-06-29T17:55:11+00:00,Arbitrum Sepolia,SpikeTest,SmartReservation,bookHotel,100,4,83.3,97.0,341.0,843.0,0.951
run-055,2025-06-29T18:02:11+00:00,Sepolia,SpikeTest,SmartReservation,bookHotel,200,7,200.1,254.2,473.0,1038.0,0.94
run-056,2025-06-29T18:09:11+00:00,Sepolia,SpikeTest,SmartReservation,checkIn,10,7,9.4,10.7,170.0,375.0,0.932
run-057,2025-06-29T18:16:11+00:00,Sepolia,SpikeTest,SmartReservation,checkIn,25,4,27.5,29.9,142.0,357.0,0.932
run-058,2025-06-29T18:23:11+00:00,Sepolia,SpikeTest,SmartReservation,checkIn,50,3,49.9,55.8,159.0,388.0,0.968
run-059,2025-06-29T18:30:11+00:00,Sepolia,SpikeTest,SmartReservation,checkIn,100,6,91.6,115.2,467.0,1040.0,0.934
run-060,2025-06-29T18:37:11+00:00,Sepolia,SpikeTest,SmartReservation,checkIn,200,3,228.3,281.9,287.0,631.0,0.931
run-061,2025-06-29T18:44:11+00:00,Sepolia,SpikeTest,SmartTourismToken,transfer,10,7,8.1,9.5,327.0,605.0,0.95
run-062,2025-06-29T18:51:11+00:00,Sepolia,SpikeTest,SmartTourismToken,transfer,25,5,20.4,23.3,308.0,606.0,0.968
run-063,2025-06-29T18:58:11+00:00,Sepolia,SpikeTest,SmartTourismToken,transfer,50,6,53.4,63.0,140.0,363.0,0.97
run-064,2025-06-29T19:05:11+00:00,Sepolia,SpikeTest,SmartTourismToken,transfer,100,3,88.2,104.2,333.0,696.0,0.973
run-065,2025-06-29T19:12:11+00:00,Arbitrum Sepolia,SpikeTest,SmartTourismToken,transfer,200,6,182.7,196.3,599.0,1480.0,0.942
run-066,2025-06-29T19:19:11+00:00,Sepolia,SpikeTest,StakingPool,stake,10,6,11.8,13.3,201.0,396.0,0.937
run-067,2025-06-29T19:26:11+00:00,Arbitrum Sepolia,SpikeTest,StakingPool,stake,25,5,22.6,26.2,279.0,676.0,0.993
run-068,2025-06-29T19:33:11+00:00,Sepolia,SpikeTest,StakingPool,stake,50,7,54.0,60.1,308.0,601.0,0.929
run-069,2025-06-29T19:40:11+00:00,Sepolia,SpikeTest,StakingPool,stake,100,4,111.9,126.1,477.0,1129.0,0.965
run-070,2025-06-29T19:47:11+00:00,Sepolia,SpikeTest,StakingPool,stake,200,4,225.1,267.2,465.0,1033.0,0.989
run-071,2025-06-29T19:54:11+00:00,Sepolia,SpikeTest,StakingPool,claimRewards,10,6,11.1,13.5,340.0,717.0,0.945
run-072,2025-06-29T20:01:11+00:00,Sepolia,SpikeTest,StakingPool,claimRewards,25,5,20.7,26.2,340.0,849.0,0.955
run-073,2025-06-29T20:08:11+00:00,Sepolia,SpikeTest,StakingPool,claimRewards,50,3,43.9,46.2,139.0,342.0,0.923
run-074,2025-06-29T20:15:11+00:00,Arbitrum Sepolia,SpikeTest,StakingPool,claimRewards,100,3,83.8,90.4,453.0,1126.0,0.968
run-075,2025-06-29T20:22:11+00:00,Sepolia,SpikeTest,StakingPool,claimRewards,200,6,161.9,171.8,229.0,566.0,0.962
run-076,2025-06-29T20:29:11+00:00,Sepolia,SoakTest,SmartReservation,bookHotel,10,6,8.9,10.7,146.0,295.0,0.975
run-077,2025-06-29T20:36:11+00:00,Sepolia,SoakTest,SmartReservation,bookHotel,25,5,23.9,27.0,337.0,875.0,0.981
run-078,2025-06-29T20:43:11+00:00,Sepolia,SoakTest,SmartReservation,bookHotel,50,3,53.6,62.7,169.0,430.0,0.929
run-079,2025-06-29T20:50:11+00:00,Sepolia,SoakTest,SmartReservation,bookHotel,100,3,117.8,130.1,198.0,393.0,0.979
run-080,2025-06-29T20:57:11+00:00,Arbitrum Sepolia,SoakTest,SmartReservation,bookHotel,200,6,238.2,265.4,286.0,711.0,0.939
run-081,2025-06-29T21:04:11+00:00,Arbitrum Sepolia,SoakTest,SmartReservation,checkIn,10,4,10.3,12.2,368.0,830.0,0.978
run-082,2025-06-29T21:11:11+00:00,Sepolia,SoakTest,SmartReservation,checkIn,25,7,29.3,33.7,248.0,624.0,0.95
run-083,2025-06-29T21:18:11+00:00,Sepolia,SoakTest,SmartReservation,checkIn,50,4,53.3,66.6,173.0,315.0,0.946
run-084,2025-06-29T21:25:11+00:00,Sepolia,SoakTest,SmartReservation,checkIn,100,6,84.6,90.1,478.0,930.0,0.932
run-085,2025-06-29T21:32:11+00:00,Sepolia,SoakTest,SmartReservation,checkIn,200,3,210.0,270.9,592.0,1415.0,0.968
run-086,2025-06-29T21:39:11+00:00,Sepolia,SoakTest,SmartTourismToken,transfer,10,5,8.6,9.3,250.0,492.0,0.93
run-087,2025-06-29T21:46:11+00:00,Sepolia,SoakTest,SmartTourismToken,transfer,25,5,22.9,26.8,275.0,535.0,0.92
run-088,2025-06-29T21:53:11+00:00,Sepolia,SoakTest,SmartTourismToken,transfer,50,4,47.7,58.0,360.0,910.0,0.939
run-089,2025-06-29T22:00:11+00:00,Arbitrum Sepolia,SoakTest,SmartTourismToken,transfer,100,3,97.6,106.9,348.0,794.0,0.928
run-090,2025-06-29T22:07:11+00:00,Sepolia,SoakTest,SmartTourismToken,transfer,200,4,184.0,225.2,238.0,518.0,0.921
run-091,2025-06-29T22:14:11+00:00,Sepolia,SoakTest,StakingPool,stake,10,7,11.9,12.8,344.0,749.0,0.938
run-092,2025-06-29T22:21:11+00:00,Arbitrum Sepolia,SoakTest,StakingPool,stake,25,6,21.4,27.0,201.0,486.0,0.923
run-093,2025-06-29T22:28:11+00:00,Sepolia,SoakTest,StakingPool,stake,50,5,51.1,64.7,379.0,809.0,0.974
run-094,2025-06-29T22:35:11+00:00,Sepolia,SoakTest,StakingPool,stake,100,5,83.3,93.8,284.0,707.0,0.971
run-095,2025-06-29T22:42:11+00:00,Arbitrum Sepolia,SoakTest,StakingPool,stake,200,5,238.8,253.2,202.0,370.0,0.975
run-096,2025-06-29T22:49:11+00:00,Sepolia,SoakTest,StakingPool,claimRewards,10,7,9.6,12.3,190.0,415.0,0.954
run-097,2025-06-29T22:56:11+00:00,Sepolia,SoakTest,StakingPool,claimRewards,25,4,27.8,34.9,339.0,650.0,0.921
run-098,2025-06-29T23:03:11+00:00,Arbitrum Sepolia,SoakTest,StakingPool,claimRewards,50,7,55.0,69.0,280.0,571.0,0.984
run-099,2025-06-29T23:10:11+00:00,Sepolia,SoakTest,StakingPool,claimRewards,100,6,118.5,130.4,290.0,730.0,0.936
run-100,2025-06-29T23:17:11+00:00,Arbitrum Sepolia,SoakTest,StakingPool,claimRewards,200,6,200.7,224.7,504.0,1270.0,0.922
